id,screen_name,state,create_at,Codes,Majority Vote,Confidence Score,Comments
274,landformsarah,Ohio,6/15/2020," Mask behavior of others 
 COVID desensitization "," Mask behavior of others 
 COVID desensitization ",1,
275,klei333,Texas,6/16/2020, Mask behavior of others , Mask behavior of others ,1,
276,MissMisha77,Florida,6/16/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
277,AustinCollins39,Iowa,6/17/2020, Who is at risk? , Who is at risk? ,1,
278,CityOfCincy,Ohio,6/23/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
279,jrod_wells,Arizona,6/23/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
280,emlitofnote,Oregon,6/23/2020," Who is at risk? 
 Mask effectiveness "," Who is at risk? 
 Mask effectiveness ",1,
281,piercedemsirens,Texas,6/24/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
282,ElviraGPA,Texas,6/24/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
283,jorah,South Carolina,6/24/2020, COVID severity , COVID severity ,1,
284,lakanen,Florida,6/25/2020, Nonrelevant, Nonrelevant,1,
285,Wildfang135,New York,6/25/2020, Mask behavior of others , Mask behavior of others ,1,
286,MillardFillmor1,Pennsylvania,6/26/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
287,JohnHoltNews,Missouri,6/26/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
288,PennyParis3,Wisconsin,6/27/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
289,sean4071,Kansas,6/27/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
290,KrauseForIowa,Iowa,6/27/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
291,veggiejuless,Florida,6/27/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
292,jacquicollins_,California,6/27/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
293,CpughUT,Utah,6/27/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
294,lynn_spruill,Mississippi,6/28/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
295,nathanbeighle_,Ohio,6/28/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
297,TheDarkKnight08,Washington,6/28/2020, Nonrelevant, Nonrelevant,1,
298,blbeach,Massachusetts,6/29/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
299,pokemonpowell,Pennsylvania,6/30/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
300,hassell_joey,Tennessee,6/30/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
301,EvanOzJames,California,1/28/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
302,KatwianTheKat,Kentucky,2/3/2020, Mask behavior of others , Mask behavior of others ,1,Judgment for early mask wearing
303,Mike881011,California,2/4/2020, COVID severity , COVID severity ,1,
304,QuillingIt,New York,2/13/2020, Mask behavior of others , Mask behavior of others ,1,
305,lindseyfronk,North Carolina,2/26/2020, Nonrelevant, Nonrelevant,1,
306,HennepinHC_GME,Minnesota,2/26/2020, Nonrelevant, Nonrelevant,1,
307,DaniV7101,Illinois,2/26/2020, COVID severity , COVID severity ,1,
308,SharonSeattle,Washington,2/27/2020, Mask effectiveness , Mask effectiveness ,1,
309,NMHC_News,Illinois,2/27/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
310,khaliahlashae,Texas,3/1/2020, Mask behavior of others , Mask behavior of others ,1,
311,JENFL23,Florida,3/2/2020," COVID severity 
 Who is at risk? 
 Mask behavior of others "," COVID severity 
 Who is at risk? 
 Mask behavior of others ",1,
312,201meco,New Jersey,3/4/2020, Who is at risk? , Who is at risk? ,1,
313,smokin_dre,California,3/5/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
314,DannyCarmelo,New York,3/7/2020, Who is at risk? , Who is at risk? ,1,
315,lc1ark,Louisiana,3/18/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
316,DaytonaBchPD,Florida,3/19/2020, Nonrelevant, Nonrelevant,1,
317,DeedeeKIRO7,Washington,3/20/2020, Who is at risk? , Who is at risk? ,1,
318,patriottdefense,Connecticut,3/23/2020,"Mask guidelines and policies 
 COVID severity ","Mask guidelines and policies 
 COVID severity ",1,
319,jhalljhall,Kentucky,3/24/2020, Nonrelevant, Nonrelevant,1,
320,DebraNewYork,New York,3/25/2020, COVID severity , COVID severity ,1,
321,AZPNYC,New York,3/25/2020, Mask behavior of others , Mask behavior of others ,1,
322,GagerTeri,New York,3/29/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ","Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ",1,
323,Dutyron,New York,3/31/2020, Who is at risk? , Who is at risk? ,1,
324,WatchingYou2018,Colorado,3/31/2020, COVID severity , COVID severity ,1,
325,mandalynngill,Maine,3/31/2020," COVID severity 
 Who is at risk? "," COVID severity 
 Who is at risk? ",1,
326,Ahighervision,Virginia,4/2/2020, Who is at risk? , Who is at risk? ,1,
327,MaxNathansonCO,Colorado,4/2/2020, Who is at risk? , Who is at risk? ,1,
328,jalicea1650,Massachusetts,4/3/2020, Nonrelevant, Nonrelevant,1,
329,LaurenKARE11,Minnesota,4/3/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
330,ladyroseofky,Kentucky,4/3/2020, Who is at risk? , Who is at risk? ,1,
331,renaewi123,Oklahoma,4/3/2020,"Mask guidelines and policies 
 Who is at risk? ","Mask guidelines and policies 
 Who is at risk? ",1,
332,vigilence,Florida,4/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
333,2_moms_travel,Montana,4/4/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
334,kayleeebradford,North Carolina,4/5/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
335,jaimeleecomedy,Massachusetts,4/5/2020, Mask behavior of others , Mask behavior of others ,1,
336,Library_pes,Tennessee,4/5/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
337,houston_cf,Texas,4/6/2020, Nonrelevant, Nonrelevant,1,
338,GoodmanDerm,Georgia,4/8/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
339,YogangiM,Connecticut,4/8/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
340,HainesForSF,California,4/8/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
341,EyesOnUsMedia,Virginia,4/8/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
342,GreggWilson,California,4/8/2020, Who is at risk? , Who is at risk? ,1,
343,jkblcpadgett,California,4/9/2020, Who is at risk? , Who is at risk? ,1,
344,cabanabanners,South Dakota,4/16/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
345,CynCea95,California,4/18/2020, Mask behavior of others , Mask behavior of others ,1,
346,tomvell,California,4/21/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
347,49_dolly,Texas,4/21/2020,"Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ","Mask guidelines and policies 
 Political legitimizing of risk 
 Who is at risk? ",1,
348,jmills1955,Texas,4/22/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
349,DJFONO,Florida,4/23/2020, Who is at risk? , Who is at risk? ,1,
350,tomvell,California,4/24/2020,"Mask guidelines and policies 
 Mask behavior of others ","Mask guidelines and policies 
 Mask behavior of others ",1,
351,fallriverflsup,Massachusetts,4/25/2020, COVID severity , COVID severity ,1,
352,Iam_sambeezy,Texas,4/25/2020, Mask effectiveness , Mask effectiveness ,1,
353,burgab0o,Florida,5/1/2020, Who is at risk? , Who is at risk? ,1,
354,_kassbekillinem,California,5/1/2020, Mask behavior of others , Mask behavior of others ,1,
355,escosio_,New York,5/1/2020, Who is at risk? , Who is at risk? ,1,
356,dbprophoto,Florida,5/2/2020, Nonrelevant, Nonrelevant,1,
357,TheSilentG43,Illinois,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
358,nadleyy,Florida,5/2/2020, Nonrelevant, Nonrelevant,1,
359,TheTylerOlson,New York,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
360,TrooperTrumper,Tennessee,5/2/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
361,UIResLife,Illinois,5/2/2020, COVID severity , COVID severity ,1,
362,vallen67,Florida,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
363,izaliaspa,Virginia,5/2/2020, Nonrelevant, Nonrelevant,1,
364,xxbundles,New York,5/2/2020, Mask behavior of others , Mask behavior of others ,1,
365,sisterwash65,Georgia,5/3/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
366,Highkeyyjae,Georgia,5/3/2020," Mask behavior of others 
 Mask effectiveness "," Mask behavior of others 
 Mask effectiveness ",1,
367,jawishd18,Virginia,5/3/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
368,mdheinzer,Pennsylvania,5/3/2020, Nonrelevant, Nonrelevant,1,
369,earthquakemoore,Pennsylvania,5/3/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
370,Coach_Colette,New York,5/3/2020, Mask behavior of others , Mask behavior of others ,1,
371,AaronSalcedo26,Connecticut,5/3/2020, Nonrelevant, Nonrelevant,1,
372,tomvell,California,5/3/2020, Who is at risk? , Who is at risk? ,1,
373,sahyder1,New Jersey,5/4/2020, COVID severity , COVID severity ,1,
374,alonn_druhh,California,5/4/2020, Nonrelevant, Nonrelevant,1,
375,RaiderMcKay,California,5/4/2020, Mask behavior of others , Mask behavior of others ,1,
376,waitagreenminut,California,5/4/2020, Who is at risk? , Who is at risk? ,1,
377,dvnb,California,5/5/2020, Mask behavior of others , Mask behavior of others ,1,
378,bigfrogelpaso,Texas,5/5/2020, Nonrelevant, Nonrelevant,1,
379,AdonayJr3,California,5/5/2020, Who is at risk? , Who is at risk? ,1,
380,LindseyDoesThis,Tennessee,5/5/2020, Mask behavior of others , Mask behavior of others ,1,
381,reynamerl,Arizona,5/5/2020, Nonrelevant, Nonrelevant,1,
382,OkayColeman,California,5/6/2020, COVID severity , COVID severity ,1,
383,HayleyMinogueTV,Kentucky,5/6/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
384,DDBURNES,Michigan,5/8/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
385,Alonzo_Golden,New York,5/9/2020,"Mask guidelines and policies 
 Political legitimizing of risk ","Mask guidelines and policies 
 Political legitimizing of risk ",1,
386,computermuse,Florida,5/10/2020, Mask behavior of others , Mask behavior of others ,1,
387,melissa_yoby,Ohio,5/11/2020, Nonrelevant, Nonrelevant,1,
388,LiefRunsFar,Colorado,5/12/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
389,fadednights,Florida,5/14/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
390,dpoole71,Pennsylvania,5/16/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
391,TBIHotline,Maryland,5/18/2020, Who is at risk? , Who is at risk? ,1,
392,anthonyocampo,California,5/19/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
393,thekemsmith,Missouri,5/19/2020, Mask behavior of others , Mask behavior of others ,1,
394,DvsBlack,Ohio,5/20/2020, COVID severity , COVID severity ,1,
395,JoshPerryBMX,North Carolina,5/20/2020, Mask behavior of others , Mask behavior of others ,1,
396,Photomom11,California,5/23/2020," Political legitimizing of risk 
 Mask effectiveness "," Political legitimizing of risk 
 Mask effectiveness ",1,
397,JeremyDGoodwin,Missouri,5/23/2020, Who is at risk? , Who is at risk? ,1,
398,h_slattery,Ohio,5/23/2020, Nonrelevant, Nonrelevant,1,
399,jolynn,Florida,5/24/2020, Nonrelevant, Nonrelevant,1,
400,jackieaxeNH,New Hampshire,5/26/2020, COVID severity , COVID severity ,1,
401,pikefish63,Arizona,5/26/2020, Nonrelevant, Nonrelevant,1,
402,MajorMikeWebb1,Virginia,5/28/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
403,omegajackson,New York,5/29/2020, Nonrelevant, Nonrelevant,1,
404,pradiggitydog,Nevada,5/29/2020," COVID severity 
 Mask behavior of others 
 COVID desensitization "," COVID severity 
 Mask behavior of others 
 COVID desensitization ",1,
405,NilsComputers,Pennsylvania,5/30/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
406,FrancesWangTV,Florida,5/31/2020, Mask behavior of others , Mask behavior of others ,1,
407,Austin1717_,Florida,5/31/2020, Nonrelevant, Nonrelevant,1,
408,valleyanimal,California,5/31/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
409,NikaAngel03,Georgia,5/31/2020, COVID severity , COVID severity ,1,
410,datwhitegirl_k,California,5/31/2020, Mask behavior of others , Mask behavior of others ,1,
411,arlohemphill,Maryland,6/1/2020, Who is at risk? , Who is at risk? ,1,
412,GSarafan,New Jersey,6/4/2020, Nonrelevant, Nonrelevant,1,
413,BWebbFox10,Arizona,6/5/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
414,PrinceNefertiti,Maryland,6/7/2020, Nonrelevant, Nonrelevant,1,
415,fytfir54,California,6/7/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
416,glittersquirrel,District of Columbia,6/7/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
417,HeadMichInCharg,Illinois,6/8/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
418,harrigan_f,Florida,6/12/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
419,wickercleaningw,Washington,6/13/2020,"Mask guidelines and policies 
 Mask effectiveness ","Mask guidelines and policies 
 Mask effectiveness ",1,
420,heatherfink,California,6/13/2020," Who is at risk? 
 Mask behavior of others "," Who is at risk? 
 Mask behavior of others ",1,
421,TheKaylaKnapp,Oregon,6/13/2020," Mask behavior of others 
 COVID desensitization "," Mask behavior of others 
 COVID desensitization ",1,
422,daviszl,California,6/13/2020, Mask effectiveness , Mask effectiveness ,1,
423,rachelhluo,New York,6/14/2020," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others "," Political legitimizing of risk 
 COVID severity 
 Mask behavior of others ",1,
424,BaccDoorCeezo_,Pennsylvania,6/14/2020, Mask behavior of others , Mask behavior of others ,1,
425,AmycusBrief,Washington,6/15/2020, Mask behavior of others , Mask behavior of others ,1,
426,EvanClosky,Texas,6/15/2020," Political legitimizing of risk 
 Mask behavior of others "," Political legitimizing of risk 
 Mask behavior of others ",1,
427,PoojaOnTV,Texas,6/16/2020, COVID severity , COVID severity ,1,
428,mpval33,Florida,6/23/2020," Political legitimizing of risk 
 Who is at risk? "," Political legitimizing of risk 
 Who is at risk? ",1,
429,ofarrelltalent,California,6/23/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
430,RaulingAverage,California,6/23/2020, Mask behavior of others , Mask behavior of others ,1,
431,MVP_Pediatric,California,6/24/2020, Who is at risk? , Who is at risk? ,1,
432,FredDoll6,Pennsylvania,6/24/2020, Mask behavior of others , Mask behavior of others ,1,
433,BretSmi31487575,Virginia,6/25/2020,Mask guidelines and policies ,Mask guidelines and policies ,1,
434,c_vandergriff,Texas,6/25/2020," Political legitimizing of risk 
 COVID severity "," Political legitimizing of risk 
 COVID severity ",1,
435,katiiibeee,North Carolina,6/25/2020, Political legitimizing of risk , Political legitimizing of risk ,1,
436,KingSli7,Colorado,6/26/2020, Who is at risk? , Who is at risk? ,1,
437,danitwinn,California,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
438,somhrd50,Virginia,6/26/2020, Mask behavior of others , Mask behavior of others ,1,
439,thehaileydaily_,New York,6/26/2020, COVID severity , COVID severity ,1,
440,SouthsideSteve,Georgia,6/26/2020, Nonrelevant, Nonrelevant,1,
441,caarlosguzmaan,Arizona,6/26/2020," COVID severity 
 Mask behavior of others "," COVID severity 
 Mask behavior of others ",1,
442,JoyceKearns,Connecticut,6/27/2020, Mask behavior of others , Mask behavior of others ,1,
